Bo_gene	subgenome	At_gene
Bo2g138490	MF1	AT3G25597
Bo2g138500	MF1	AT3G25610
Bo2g138520	MF1	AT3G25620
Bo2g138580	MF1	AT3G25640
Bo2g138610	MF1	AT3G25700
Bo2g138630	MF1	AT3G25710
Bo2g138720	MF1	AT3G25870
Bo2g138750	MF1	AT3G25882
Bo2g138790	MF1	AT3G25890
Bo2g138800	MF1	AT3G25905
Bo2g138810	MF1	AT3G25910
Bo2g138830	MF1	AT3G25970
Bo2g138840	MF1	AT3G25990
Bo2g138860	MF1	AT3G26000
Bo2g138880	MF1	AT3G26050
Bo2g138890	MF1	AT3G26100
Bo2g138900	MF1	AT3G26110
Bo2g138920	MF1	AT3G26120
Bo2g139060	MF1	AT3G26270
Bo2g139110	MF1	AT3G26350
Bo2g139120	MF1	AT3G26360
Bo00285s230	MF1	AT3G26410
Bo00285s240	MF1	AT3G26420
Bo00285s280	MF1	AT3G26500
Bo00285s290	MF1	AT3G26500
Bo00285s310	MF1	AT3G26510
Bo00285s340	MF1	AT3G26520
Bo2g140590	MF1	AT3G26560
Bo00285s380	MF1	AT3G26670
Bo00285s390	MF1	AT3G26690
Bo00285s410	MF1	AT3G26710
Bo00285s420	MF1	AT3G26730
Bo00285s440	MF1	AT3G26744
Bo00285s450	MF1	AT3G26760
Bo00285s510	MF1	AT3G26780
Bo00285s530	MF1	AT3G26790
Bo00285s550	MF1	AT3G26810
Bo00285s570	MF1	AT3G26820
Bo00285s640	MF1	AT3G26932
Bo00285s650	MF1	AT3G26935
Bo00285s660	MF1	AT3G26940
Bo2g140240	MF1	AT3G27010
Bo2g140270	MF1	AT3G27025
Bo2g140290	MF1	AT3G27027
Bo2g140280	MF1	AT3G27027
Bo2g140330	MF1	AT3G27060
Bo2g140370	MF1	AT3G27070
Bo2g140380	MF1	AT3G27090
Bo2g140390	MF1	AT3G27120
Bo2g140400	MF1	AT3G27150
Bo2g140420	MF1	AT3G27160
Bo2g140440	MF1	AT3G27170
Bo2g140450	MF1	AT3G27190
Bo2g140480	MF1	AT3G27200
Bo2g140490	MF1	AT3G27210
Bo2g140500	MF1	AT3G27230
Bo2g140510	MF1	AT3G27240
Bo2g140520	MF1	AT3G27250
Bo2g140560	MF1	AT3G27270
Bo2g140580	MF1	AT3G27320
Bo2g140600	MF1	AT3G27325
Bo2g140630	MF1	AT3G27330
Bo2g140640	MF1	AT3G27340
Bo2g140650	MF1	AT3G27350
Bo2g140660	MF1	AT3G27380
Bo2g140680	MF1	AT3G27390
Bo2g140690	MF1	AT3G27400
Bo2g141690	MF1	AT3G27410
Bo2g141730	MF1	AT3G27460
Bo2g141740	MF1	AT3G27460
Bo2g142760	MF1	AT3G27460
Bo2g143820	MF1	AT3G27530
Bo2g143840	MF1	AT3G27570
Bo2g144870	MF1	AT3G27650
Bo2g144890	MF1	AT3G27660
Bo2g144900	MF1	AT3G27690
Bo2g144910	MF1	AT3G27700
Bo2g144940	MF1	AT3G27710
Bo2g144970	MF1	AT3G27785
Bo2g145010	MF1	AT3G27820
Bo2g145020	MF1	AT3G27830
Bo2g145030	MF1	AT3G27880
Bo2g146070	MF1	AT3G27880
Bo2g145050	MF1	AT3G27930
Bo2g146080	MF1	AT3G27930
Bo2g146050	MF1	AT3G27950
Bo2g146090	MF1	AT3G27950
Bo2g146110	MF1	AT3G27970
Bo2g146120	MF1	AT3G28007
Bo2g146150	MF1	AT3G28050
Bo2g146190	MF1	AT3G28150
Bo2g146210	MF1	AT3G28180
Bo2g146230	MF1	AT3G28200
Bo2g146240	MF1	AT3G28210
Bo2g146260	MF1	AT3G28220
Bo2g146280	MF1	AT3G28330
Bo2g146310	MF1	AT3G28450
Bo2g146320	MF1	AT3G28455
Bo2g146340	MF1	AT3G28500
Bo2g146400	MF1	AT3G28740
Bo2g146490	MF1	AT3G28850
Bo2g146500	MF1	AT3G28857
Bo2g146520	MF1	AT3G28860
Bo2g146530	MF1	AT3G28880
Bo2g146540	MF1	AT3G28910
Bo2g147650	MF1	AT3G29034
Bo2g147660	MF1	AT3G29060
Bo2g147670	MF1	AT3G29070
Bo2g147680	MF1	AT3G29075
Bo2g147690	MF1	AT3G29090
Bo2g147720	MF1	AT3G29160
Bo2g147820	MF1	AT3G29160
Bo2g147830	MF1	AT3G29170
Bo2g147850	MF1	AT3G29200
Bo2g147930	MF1	AT3G29240
Bo2g147940	MF1	AT3G29270
Bo2g147980	MF1	AT3G29280
Bo2g148020	MF1	AT3G29320
Bo2g148060	MF1	AT3G29380
Bo2g148080	MF1	AT3G29390
Bo2g148090	MF1	AT3G29400
Bo2g148140	MF1	AT3G29575
Bo2g149400	MF1	AT3G30180
Bo2g149430	MF1	AT3G30210
Bo2g149440	MF1	AT3G30260
Bo2g149460	MF1	AT3G30340
Bo2g149480	MF1	AT3G30390
Bo2g149490	MF1	AT3G30530
Bo2g149500	MF1	AT3G30725
Bo2g149510	MF1	AT3G30775
Bo2g149520	MF1	AT3G30841
Bo1g147790	MF1	AT3G36659
Bo1g063730	MF1	AT3G44730
Bo1g063740	MF1	AT3G44735
Bo1g063760	MF1	AT3G44750
Bo1g063820	MF1	AT3G44820
Bo1g063840	MF1	AT3G44880
Bo1g063850	MF1	AT3G44890
Bo1g063950	MF1	AT3G44900
Bo1g063860	MF1	AT3G44900
Bo1g063960	MF1	AT3G44940
Bo1g065050	MF1	AT3G45040
Bo1g065070	MF1	AT3G45050
Bo1g065170	MF1	AT3G45160
Bo1g065190	MF1	AT3G45190
Bo1g065210	MF1	AT3G45260
Bo1g065230	MF1	AT3G45600
Bo1g066240	MF1	AT3G45650
Bo1g066250	MF1	AT3G45650
Bo1g067270	MF1	AT3G45770
Bo1g067300	MF1	AT3G45850
Bo1g068550	MF1	AT3G46440
Bo1g070600	MF1	AT3G46480
Bo1g070650	MF1	AT3G46480
Bo1g070680	MF1	AT3G46480
Bo1g070710	MF1	AT3G46510
Bo1g070760	MF1	AT3G46520
Bo1g070790	MF1	AT3G46580
Bo1g070830	MF1	AT3G46600
Bo1g070860	MF1	AT3G46640
Bo1g070980	MF1	AT3G46780
Bo1g070990	MF1	AT3G46790
Bo1g071130	MF1	AT3G47000
Bo1g071140	MF1	AT3G47090
Bo1g072200	MF1	AT3G47400
Bo1g072290	MF1	AT3G47660
Bo1g072450	MF1	AT3G47830
Bo1g072530	MF1	AT3G47890
Bo1g072540	MF1	AT3G47940
Bo1g076850	MF1	AT3G47980
Bo1g076870	MF1	AT3G47990
Bo1g073600	MF1	AT3G48080
Bo1g073610	MF1	AT3G48100
Bo1g074670	MF1	AT3G48150
Bo1g074680	MF1	AT3G48160
Bo1g074690	MF1	AT3G48180
Bo1g077040	MF1	AT3G48500
Bo1g077000	MF1	AT3G48510
Bo1g076970	MF1	AT3G48530
Bo1g076960	MF1	AT3G48540
Bo1g076950	MF1	AT3G48550
Bo1g076910	MF1	AT3G48560
Bo1g078240	MF1	AT3G48580
Bo1g078280	MF1	AT3G48610
Bo1g078290	MF1	AT3G48610
Bo1g078340	MF1	AT3G48720
Bo1g078350	MF1	AT3G48740
Bo1g078380	MF1	AT3G48750
Bo1g078390	MF1	AT3G48780
Bo1g078400	MF1	AT3G48800
Bo1g078420	MF1	AT3G48810
Bo1g078570	MF1	AT3G48810
Bo1g078430	MF1	AT3G48820
Bo1g078440	MF1	AT3G48820
Bo1g078460	MF1	AT3G48860
Bo1g078470	MF1	AT3G48870
Bo1g078480	MF1	AT3G48880
Bo1g078490	MF1	AT3G48900
Bo8g076540	MF1	AT3G48920
Bo1g078560	MF1	AT3G48930
Bo1g078620	MF1	AT3G49110
Bo1g078680	MF1	AT3G49160
Bo1g078690	MF1	AT3G49180
Bo1g078790	MF1	AT3G49220
Bo1g078780	MF1	AT3G49220
Bo1g078800	MF1	AT3G49240
Bo1g078810	MF1	AT3G49300
Bo1g078830	MF1	AT3G49340
Bo1g078870	MF1	AT3G49350
Bo1g078910	MF1	AT3G49360
Bo1g078950	MF1	AT3G49390
Bo1g078990	MF1	AT3G49400
Bo1g079000	MF1	AT3G49410
Bo1g079010	MF1	AT3G49430
Bo1g079020	MF1	AT3G49490
Bo1g079030	MF1	AT3G49500
Bo1g080240	MF1	AT3G49550
Bo1g080200	MF1	AT3G49680
Bo1g080190	MF1	AT3G49720
Bo1g080180	MF1	AT3G49750
Bo1g080130	MF1	AT3G49780
Bo1g080120	MF1	AT3G49790
Bo1g080100	MF1	AT3G49800
Bo1g081270	MF1	AT3G49810
Bo1g081280	MF1	AT3G49820
Bo1g081330	MF1	AT3G49900
Bo1g081340	MF1	AT3G49910
Bo1g081350	MF1	AT3G49930
Bo1g081370	MF1	AT3G49940
Bo1g082420	MF1	AT3G50000
Bo1g082450	MF1	AT3G50030
Bo1g082460	MF1	AT3G50040
Bo1g082470	MF1	AT3G50050
Bo1g082480	MF1	AT3G50060
Bo1g083500	MF1	AT3G50070
Bo1g083530	MF1	AT3G50080
Bo1g083540	MF1	AT3G50090
Bo1g084610	MF1	AT3G50230
Bo1g084620	MF1	AT3G50270
Bo1g084640	MF1	AT3G50330
Bo1g084690	MF1	AT3G50340
Bo1g084700	MF1	AT3G50360
Bo1g084710	MF1	AT3G50373
Bo1g084720	MF1	AT3G50380
Bo1g084730	MF1	AT3G50400
Bo1g084780	MF1	AT3G50410
Bo1g084820	MF1	AT3G50510
Bo1g084870	MF1	AT3G50560
Bo1g084930	MF1	AT3G50590
Bo1g084940	MF1	AT3G50610
Bo1g062650	MF1	AT3G50820
Bo1g060540	MF1	AT3G51040
Bo1g060470	MF1	AT3G51090
Bo1g059380	MF1	AT3G51110
Bo1g059360	MF1	AT3G51120
Bo1g059340	MF1	AT3G51160
Bo1g059300	MF1	AT3G51230
Bo1g059240	MF1	AT3G51370
Bo1g059220	MF1	AT3G51390
Bo1g059150	MF1	AT3G51470
Bo1g059140	MF1	AT3G51490
Bo1g059120	MF1	AT3G51510
Bo1g059060	MF1	AT3G51590
Bo1g059050	MF1	AT3G51610
Bo1g059030	MF1	AT3G51620
Bo1g059020	MF1	AT3G51740
Bo1g059010	MF1	AT3G51750
Bo1g058990	MF1	AT3G51810
Bo1g058970	MF1	AT3G51830
Bo4g125890	MF1	AT3G51840
Bo4g125870	MF1	AT3G51850
Bo4g125840	MF1	AT3G51870
Bo4g125830	MF1	AT3G51890
Bo4g125760	MF1	AT3G51910
Bo4g125750	MF1	AT3G51920
Bo4g125740	MF1	AT3G51930
Bo4g125720	MF1	AT3G51950
Bo4g125710	MF1	AT3G51960
Bo4g125690	MF1	AT3G52060
Bo4g125680	MF1	AT3G52070
Bo4g125670	MF1	AT3G52080
Bo4g125660	MF1	AT3G52090
Bo4g125640	MF1	AT3G52110
Bo4g125630	MF1	AT3G52115
Bo4g125620	MF1	AT3G52120
Bo4g125610	MF1	AT3G52140
Bo4g125600	MF1	AT3G52150
Bo4g125570	MF1	AT3G52200
Bo4g125560	MF1	AT3G52220
Bo4g125550	MF1	AT3G52230
Bo4g125540	MF1	AT3G52240
Bo4g125530	MF1	AT3G52290
Bo4g125520	MF1	AT3G52300
Bo4g125490	MF1	AT3G52360
Bo4g125450	MF1	AT3G52370
Bo4g125440	MF1	AT3G52390
Bo4g125430	MF1	AT3G52400
Bo4g125390	MF1	AT3G52450
Bo4g125380	MF1	AT3G52470
Bo4g125350	MF1	AT3G52490
Bo4g125330	MF1	AT3G52500
Bo4g125320	MF1	AT3G52520
Bo4g125700	MF1	AT3G52530
Bo4g124240	MF1	AT3G52600
Bo4g124210	MF1	AT3G52640
Bo4g124200	MF1	AT3G52670
Bo4g124190	MF1	AT3G52710
Bo4g124130	MF1	AT3G52730
Bo4g124120	MF1	AT3G52740
Bo4g124100	MF1	AT3G52750
Bo4g124090	MF1	AT3G52770
Bo4g124050	MF1	AT3G52790
Bo4g124030	MF1	AT3G52800
Bo4g124020	MF1	AT3G52840
Bo4g124010	MF1	AT3G52870
Bo4g122950	MF1	AT3G52930
Bo4g122940	MF1	AT3G52940
Bo4g122930	MF1	AT3G52960
Bo4g122920	MF1	AT3G52970
Bo4g122910	MF1	AT3G52970
Bo4g122890	MF1	AT3G52990
Bo4g122880	MF1	AT3G53010
Bo4g122870	MF1	AT3G53020
Bo4g122860	MF1	AT3G53030
Bo4g122850	MF1	AT3G53040
Bo4g122810	MF1	AT3G53050
Bo4g122780	MF1	AT3G53090
Bo4g122750	MF1	AT3G53110
Bo4g122740	MF1	AT3G53140
Bo4g122730	MF1	AT3G53150
Bo4g122720	MF1	AT3G53220
Bo4g121670	MF1	AT3G53650
Bo4g121660	MF1	AT3G53700
Bo4g121650	MF1	AT3G53710
Bo4g121640	MF1	AT3G53720
Bo4g121630	MF1	AT3G53750
Bo4g120590	MF1	AT3G53770
Bo4g120560	MF1	AT3G53790
Bo4g120550	MF1	AT3G53820
Bo4g120530	MF1	AT3G53830
Bo4g120500	MF1	AT3G53930
Bo4g120490	MF1	AT3G53960
Bo4g120470	MF1	AT3G53970
Bo4g120460	MF1	AT3G53980
Bo4g120450	MF1	AT3G53990
Bo4g120420	MF1	AT3G54000
Bo4g120370	MF1	AT3G54030
Bo4g120360	MF1	AT3G54030
Bo4g120340	MF1	AT3G54040
Bo4g120300	MF1	AT3G54040
Bo4g120270	MF1	AT3G54050
Bo4g120250	MF1	AT3G54050
Bo4g120230	MF1	AT3G54140
Bo4g120220	MF1	AT3G54150
Bo4g120210	MF1	AT3G54180
Bo4g120200	MF1	AT3G54190
Bo4g120110	MF1	AT3G54240
Bo4g120100	MF1	AT3G54250
Bo4g120070	MF1	AT3G54280
Bo4g120060	MF1	AT3G54290
Bo4g120050	MF1	AT3G54300
Bo4g120010	MF1	AT3G54340
Bo4g120000	MF1	AT3G54350
Bo4g119990	MF1	AT3G54400
Bo4g119980	MF1	AT3G54420
Bo4g119940	MF1	AT3G54460
Bo4g119930	MF1	AT3G54470
Bo4g119900	MF1	AT3G54490
Bo4g119890	MF1	AT3G54500
Bo4g119870	MF1	AT3G54540
Bo4g119860	MF1	AT3G54560
Bo4g119820	MF1	AT3G54610
Bo4g119780	MF1	AT3G54610
Bo4g119790	MF1	AT3G54660
Bo4g119750	MF1	AT3G54690
Bo4g119740	MF1	AT3G54700
Bo4g118460	MF1	AT3G54710
Bo4g118450	MF1	AT3G54720
Bo4g118410	MF1	AT3G54770
Bo4g118390	MF1	AT3G54790
Bo4g118320	MF1	AT3G54840
Bo4g117190	MF1	AT3G55030
Bo4g117180	MF1	AT3G55050
Bo4g117170	MF1	AT3G55070
Bo4g117040	MF1	AT3G55140
Bo4g117030	MF1	AT3G55180
Bo4g117020	MF1	AT3G55230
Bo4g116980	MF1	AT3G55240
Bo4g116960	MF1	AT3G55250
Bo4g116950	MF1	AT3G55260
Bo4g116920	MF1	AT3G55270
Bo4g116880	MF1	AT3G55320
Bo4g116870	MF1	AT3G55330
Bo4g116840	MF1	AT3G55340
Bo4g116810	MF1	AT3G55350
Bo4g116790	MF1	AT3G55370
Bo4g116780	MF1	AT3G55380
Bo4g116760	MF1	AT3G55400
Bo4g116750	MF1	AT3G55420
Bo4g116730	MF1	AT3G55430
Bo4g116710	MF1	AT3G55440
Bo4g116700	MF1	AT3G55450
Bo4g116690	MF1	AT3G55460
Bo4g116680	MF1	AT3G55470
Bo4g116670	MF1	AT3G55500
Bo4g116660	MF1	AT3G55510
Bo4g116640	MF1	AT3G55515
Bo4g116630	MF1	AT3G55550
Bo4g116590	MF1	AT3G55560
Bo4g116580	MF1	AT3G55570
Bo4g115560	MF1	AT3G55610
Bo4g115530	MF1	AT3G55620
Bo4g115510	MF1	AT3G55690
Bo4g115480	MF1	AT3G55740
Bo4g115460	MF1	AT3G55800
Bo4g115430	MF1	AT3G55850
Bo4g115410	MF1	AT3G55970
Bo4g115380	MF1	AT3G56010
Bo4g115360	MF1	AT3G56080
Bo4g115340	MF1	AT3G56100
Bo4g114270	MF1	AT3G56190
Bo4g115280	MF1	AT3G56220
Bo4g115290	MF1	AT3G56240
Bo4g114150	MF1	AT3G56320
Bo4g114110	MF1	AT3G56340
Bo4g114100	MF1	AT3G56360
Bo4g114060	MF1	AT3G56380
Bo4g113030	MF1	AT3G56490
Bo4g113020	MF1	AT3G56510
Bo4g113000	MF1	AT3G56510
Bo4g112960	MF1	AT3G56580
Bo4g112920	MF1	AT3G56610
Bo4g112900	MF1	AT3G56620
Bo4g112880	MF1	AT3G56640
Bo4g112870	MF1	AT3G56650
Bo4g112860	MF1	AT3G56660
Bo4g112840	MF1	AT3G56680
Bo4g112770	MF1	AT3G56760
Bo4g112750	MF1	AT3G56770
Bo4g112740	MF1	AT3G56800
Bo4g112720	MF1	AT3G56810
Bo4g112690	MF1	AT3G56850
Bo4g112680	MF1	AT3G56860
Bo4g112670	MF1	AT3G56880
Bo4g112660	MF1	AT3G56910
Bo4g112650	MF1	AT3G56940
Bo4g112640	MF1	AT3G56950
Bo4g112610	MF1	AT3G56960
Bo4g112550	MF1	AT3G56970
Bo4g111530	MF1	AT3G57040
Bo4g111520	MF1	AT3G57060
Bo4g111500	MF1	AT3G57070
Bo4g111490	MF1	AT3G57130
Bo4g111480	MF1	AT3G57170
Bo4g111470	MF1	AT3G57220
Bo4g111280	MF1	AT3G57280
Bo4g111270	MF1	AT3G57290
Bo4g111260	MF1	AT3G57300
Bo4g111250	MF1	AT3G57360
Bo4g111240	MF1	AT3G57370
Bo4g111230	MF1	AT3G57390
Bo4g111200	MF1	AT3G57400
Bo4g111170	MF1	AT3G57450
Bo4g111160	MF1	AT3G57460
Bo4g111140	MF1	AT3G57500
Bo4g111130	MF1	AT3G57510
Bo4g111100	MF1	AT3G57510
Bo4g111060	MF1	AT3G57550
Bo4g111050	MF1	AT3G57560
Bo4g111040	MF1	AT3G57600
Bo4g111030	MF1	AT3G57610
Bo4g111000	MF1	AT3G57670
Bo4g109770	MF1	AT3G57780
Bo4g109760	MF1	AT3G57800
Bo4g109740	MF1	AT3G57870
Bo4g109730	MF1	AT3G57880
Bo4g109710	MF1	AT3G57920
Bo4g109700	MF1	AT3G57930
Bo4g109680	MF1	AT3G57950
Bo4g108670	MF1	AT3G58090
Bo4g108680	MF1	AT3G58090
Bo4g108630	MF1	AT3G58090
Bo4g108650	MF1	AT3G58120
Bo4g108660	MF1	AT3G58120
Bo4g108620	MF1	AT3G58150
Bo4g108610	MF1	AT3G58160
Bo4g108600	MF1	AT3G58190
Bo4g108380	MF1	AT3G58480
Bo4g108370	MF1	AT3G58500
Bo4g108360	MF1	AT3G58530
Bo4g108350	MF1	AT3G58560
Bo4g108340	MF1	AT3G58590
Bo4g108330	MF1	AT3G58600
Bo4g108320	MF1	AT3G58610
Bo4g108300	MF1	AT3G58650
Bo4g108280	MF1	AT3G58670
Bo4g108260	MF1	AT3G58700
Bo4g108250	MF1	AT3G58710
Bo4g108240	MF1	AT3G58730
Bo4g108210	MF1	AT3G58740
Bo4g108190	MF1	AT3G58780
Bo4g108180	MF1	AT3G58850
Bo4g108130	MF1	AT3G59010
Bo4g108080	MF1	AT3G59020
Bo4g107940	MF1	AT3G59280
Bo4g107920	MF1	AT3G59310
Bo4g107910	MF1	AT3G59360
Bo4g107710	MF1	AT3G59480
Bo4g107900	MF1	AT3G59490
Bo4g107890	MF1	AT3G59500
Bo4g107880	MF1	AT3G59510
Bo4g107870	MF1	AT3G59530
Bo4g107860	MF1	AT3G59540
Bo4g107580	MF1	AT3G59700
Bo4g107560	MF1	AT3G59760
Bo4g107550	MF1	AT3G59790
Bo4g106510	MF1	AT3G59790
Bo4g106500	MF1	AT3G59800
Bo4g106490	MF1	AT3G59820
Bo4g106460	MF1	AT3G59950
Bo4g106430	MF1	AT3G59990
Bo4g106400	MF1	AT3G60010
Bo4g106360	MF1	AT3G60040
Bo4g106350	MF1	AT3G60070
Bo4g106330	MF1	AT3G60090
Bo4g106320	MF1	AT3G60100
Bo4g106310	MF1	AT3G60110
Bo4g106210	MF1	AT3G60150
Bo4g105200	MF1	AT3G60190
Bo4g105190	MF1	AT3G60200
Bo4g105180	MF1	AT3G60240
Bo4g105150	MF1	AT3G60245
Bo4g105120	MF1	AT3G60270
Bo4g105110	MF1	AT3G60290
Bo4g105100	MF1	AT3G60300
Bo4g105090	MF1	AT3G60310
Bo4g105080	MF1	AT3G60320
Bo4g105070	MF1	AT3G60330
Bo4g105040	MF1	AT3G60350
Bo4g105020	MF1	AT3G60370
Bo4g105010	MF1	AT3G60380
Bo4g104950	MF1	AT3G60570
Bo4g104940	MF1	AT3G60580
Bo4g104930	MF1	AT3G60590
Bo4g104900	MF1	AT3G60630
Bo4g104890	MF1	AT3G60650
Bo4g104880	MF1	AT3G60670
Bo4g104860	MF1	AT3G60680
Bo4g104850	MF1	AT3G60690
Bo4g104840	MF1	AT3G60720
Bo4g104830	MF1	AT3G60740
Bo4g104820	MF1	AT3G60750
Bo4g104810	MF1	AT3G60770
Bo4g104770	MF1	AT3G60790
Bo4g103680	MF1	AT3G60790
Bo4g103670	MF1	AT3G60800
Bo4g103660	MF1	AT3G60820
Bo4g103640	MF1	AT3G60830
Bo4g103630	MF1	AT3G60840
Bo4g103610	MF1	AT3G60860
Bo4g103600	MF1	AT3G60880
Bo4g106200	MF1	AT3G60966
Bo4g102550	MF1	AT3G61030
Bo4g102540	MF1	AT3G61060
Bo4g102530	MF1	AT3G61120
Bo4g101520	MF1	AT3G61190
Bo4g101490	MF1	AT3G61200
Bo4g101480	MF1	AT3G61220
Bo4g101470	MF1	AT3G61250
Bo4g101460	MF1	AT3G61250
Bo4g101440	MF1	AT3G61320
Bo4g101420	MF1	AT3G61370
Bo4g101410	MF1	AT3G61380
Bo4g101320	MF1	AT3G61440
Bo4g101310	MF1	AT3G61460
Bo4g101180	MF1	AT3G61470
Bo4g101220	MF1	AT3G61580
Bo4g101240	MF1	AT3G61590
Bo4g101280	MF1	AT3G61640
Bo4g101170	MF1	AT3G61680
Bo4g101130	MF1	AT3G61790
Bo4g101110	MF1	AT3G61820
Bo4g100090	MF1	AT3G61880
Bo4g100070	MF1	AT3G61890
Bo4g099000	MF1	AT3G61970
Bo4g098990	MF1	AT3G61980
Bo4g098970	MF1	AT3G62030
Bo4g098980	MF1	AT3G62050
Bo4g098930	MF1	AT3G62060
Bo4g098920	MF1	AT3G62100
Bo4g098870	MF1	AT3G62230
Bo4g098860	MF1	AT3G62250
Bo4g098840	MF1	AT3G62260
Bo4g098830	MF1	AT3G62270
Bo4g098760	MF1	AT3G62550
Bo4g098740	MF1	AT3G62600
Bo4g098590	MF1	AT3G62680
Bo4g098560	MF1	AT3G62680
Bo4g098550	MF1	AT3G62710
Bo4g098540	MF1	AT3G62740
Bo4g098530	MF1	AT3G62760
Bo4g098510	MF1	AT3G62780
Bo4g098500	MF1	AT3G62810
Bo4g098490	MF1	AT3G62830
Bo4g098450	MF1	AT3G62880
Bo4g098430	MF1	AT3G62910
Bo4g098420	MF1	AT3G62930
Bo4g098370	MF1	AT3G62930
Bo4g098410	MF1	AT3G62940
Bo4g098350	MF1	AT3G62980
Bo4g098330	MF1	AT3G63000
Bo4g098320	MF1	AT3G63010
Bo4g098280	MF1	AT3G63040
Bo4g098270	MF1	AT3G63050
Bo4g098210	MF1	AT3G63110
Bo4g098200	MF1	AT3G63130
Bo4g098190	MF1	AT3G63140
Bo4g098180	MF1	AT3G63150
Bo4g098170	MF1	AT3G63170
Bo4g098160	MF1	AT3G63180
Bo4g098150	MF1	AT3G63190
Bo4g098140	MF1	AT3G63200
Bo4g097120	MF1	AT3G63210
Bo4g097100	MF1	AT3G63230
Bo4g097090	MF1	AT3G63260
Bo4g097080	MF1	AT3G63270
Bo4g097060	MF1	AT3G63300
Bo4g097050	MF1	AT3G63310
Bo4g097040	MF1	AT3G63320
Bo4g097030	MF1	AT3G63370
Bo4g097020	MF1	AT3G63380
Bo4g097010	MF1	AT3G63400
Bo4g097000	MF1	AT3G63460
Bo4g096930	MF1	AT3G63530
Bo3g054850	MF1	AT4G00050
Bo3g054830	MF1	AT4G00120
Bo3g054820	MF1	AT4G00170
Bo3g054810	MF1	AT4G00355
Bo3g054800	MF1	AT4G00370
Bo3g054790	MF1	AT4G00430
Bo3g054760	MF1	AT4G00440
Bo3g054750	MF1	AT4G00450
Bo3g054740	MF1	AT4G00460
Bo3g054720	MF1	AT4G00500
Bo3g054710	MF1	AT4G00520
Bo3g054700	MF1	AT4G00570
Bo3g054690	MF1	AT4G00585
Bo3g054680	MF1	AT4G00660
Bo3g054670	MF1	AT4G00700
Bo3g054660	MF1	AT4G00710
Bo3g054620	MF1	AT4G00740
Bo3g054610	MF1	AT4G00752
Bo3g054600	MF1	AT4G00755
Bo3g054590	MF1	AT4G00770
Bo3g053270	MF1	AT4G00810
Bo3g053300	MF1	AT4G00820
Bo3g053320	MF1	AT4G00830
Bo3g053330	MF1	AT4G00840
Bo3g054400	MF1	AT4G01010
Bo3g054410	MF1	AT4G01026
Bo3g054440	MF1	AT4G01060
Bo3g054450	MF1	AT4G01070
Bo3g054460	MF1	AT4G01090
Bo3g054470	MF1	AT4G01100
Bo3g054480	MF1	AT4G01110
Bo3g054510	MF1	AT4G01160
Bo3g054530	MF1	AT4G01220
Bo3g054540	MF1	AT4G01245
Bo3g054570	MF1	AT4G01320
Bo3g054580	MF1	AT4G01370
Bo3g053260	MF1	AT4G01390
Bo3g053250	MF1	AT4G01400
Bo3g053240	MF1	AT4G01410
Bo3g053130	MF1	AT4G01575
Bo3g053120	MF1	AT4G01630
Bo3g053110	MF1	AT4G01650
Bo3g053100	MF1	AT4G01670
Bo3g053070	MF1	AT4G01800
Bo3g053060	MF1	AT4G01850
Bo3g053050	MF1	AT4G01870
Bo3g053040	MF1	AT4G01880
Bo3g053030	MF1	AT4G01890
Bo3g052990	MF1	AT4G01897
Bo3g052980	MF1	AT4G01900
Bo3g052940	MF1	AT4G01940
Bo3g052910	MF1	AT4G01950
Bo3g052890	MF1	AT4G01990
Bo3g052880	MF1	AT4G01990
Bo3g052870	MF1	AT4G01995
Bo3g052850	MF1	AT4G02010
Bo3g052820	MF1	AT4G02040
Bo3g052810	MF1	AT4G02050
Bo3g052800	MF1	AT4G02060
Bo3g052790	MF1	AT4G02070
Bo3g052770	MF1	AT4G02100
Bo3g052700	MF1	AT4G02130
Bo3g052690	MF1	AT4G02150
Bo3g052680	MF1	AT4G02170
Bo3g052650	MF1	AT4G02230
Bo3g052610	MF1	AT4G02270
Bo3g052440	MF1	AT4G02310
Bo3g052600	MF1	AT4G02360
Bo3g052590	MF1	AT4G02380
Bo3g052580	MF1	AT4G02390
Bo3g052570	MF1	AT4G02405
Bo3g052510	MF1	AT4G02480
Bo3g052500	MF1	AT4G02500
Bo3g052420	MF1	AT4G02660
Bo3g052410	MF1	AT4G02680
Bo3g052330	MF1	AT4G02733
Bo3g052320	MF1	AT4G02733
Bo3g052290	MF1	AT4G02790
Bo3g052280	MF1	AT4G02800
Bo3g052260	MF1	AT4G02830
Bo3g052250	MF1	AT4G02840
Bo3g052200	MF1	AT4G02840
Bo3g052240	MF1	AT4G02850
Bo3g052190	MF1	AT4G02850
Bo3g052180	MF1	AT4G02880
Bo3g052160	MF1	AT4G02900
Bo3g052150	MF1	AT4G02920
Bo3g052140	MF1	AT4G02930
Bo3g052130	MF1	AT4G02980
Bo3g051070	MF1	AT4G03080
Bo3g051020	MF1	AT4G03080
Bo3g049990	MF1	AT4G03100
Bo3g049980	MF1	AT4G03120
Bo3g049960	MF1	AT4G03180
Bo3g049940	MF1	AT4G03190
Bo3g049920	MF1	AT4G03210
Bo3g049850	MF1	AT4G03210
Bo3g049830	MF1	AT4G03260
Bo3g049800	MF1	AT4G03340
Bo3g048690	MF1	AT4G03965
Bo3g048680	MF1	AT4G04020
